"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024"
1982,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","Yes","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
1980,"Female","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Republican","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","No","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","Yes","Umm...","No","Socialize","No","Online","Yes","Yes","Yes","No","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Rent","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No"
1955,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","No","No","Yes","Yes","Mysterious","Yes","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","No","Yay people!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes"
1995,"Female","$75,000 - $100,000","Single (no kids)","Current K-12","Democrat","Yes","Yes","No","No","No","No","Public","No","Yes","Yes","No","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","Yes","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","Mac","No","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes"
1975,"Male","$50,000 - $74,999","Single (no kids)","Master's Degree","Republican","No","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","Yes","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","No","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Rent","Optimist","Mom","No","No","No","Yes","Nope","Yes","Yes","No","No","No","No","Yes","No","No","Yes"
1987,"Female","$50,000 - $74,999","Domestic Partners (w/kids)","Associate's Degree","Republican","Yes","No","No","Yes","No","No","Public","Yes","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","No","Yes","Yes","P.M.","No","Start","Yes","No","Me","No","Yes","No","No","No","TMI","No","Yes","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Socialize","No","Online","Yes","No","Yes","No","Grrr people","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","Yes","Yes","No","No","Yes","No","No","No"
1975,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","No","No","No","No","No","Yes","Private","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Receiving","No","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","No","Yes","Yes","Yes","Mysterious","No","Yes","Talk","People","Yes","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
1978,"Male","$25,001 - $50,000","Single (no kids)","Master's Degree","Republican","No","Yes","No","Yes","Yes","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Rent","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes"
1992,"Female","under $25,000","Single (no kids)","Current Undergraduate","Republican","No","Yes","No","No","No","No","Public","Yes","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
1980,"Male","$25,001 - $50,000","Domestic Partners (no kids)","Bachelor's Degree","Democrat","No","No","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","No","No","Circumstances","No","Yes","Yes","Yes","No","TMI","No","Yes","Talk","People","No","No","Yes","No","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Rent","Optimist","Dad","No","No","No","Yes","Check!","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes"
1949,"Female","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Democrat","No","Yes","No","No","Yes","Yes","Private","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","No","No","Yes","Yes","TMI","No","Yes","Talk","People","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Own","Optimist","Mom","No","No","Yes","No","Check!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes"
1968,"Male","$100,001 - $150,000","Married (w/kids)","Master's Degree","Republican","No","Yes","No","Yes","No","No","Public","Yes","No","No","Yes","Yes","No","No","Art","Study first","No","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","No","Yes","Yes","P.M.","No","End","No","No","Me","Yes","Yes","Yes","No","Yes","Mysterious","Yes","No","Talk","Technology","No","No","No","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Socialize","No","Online","Yes","Yes","Yes","No","Grrr people","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Only-child","No","No","No"
1985,"Male","$25,001 - $50,000","Single (w/kids)","High School Diploma","Democrat","No","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","Yes","No","Cool headed","Odd hours","Yes","Right","No","Yes","No","No","P.M.","Yes","Start","No","Yes","Me","No","No","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Rent","Optimist","Mom","Yes","Yes","No","Yes","Nope","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes"
1962,"Female","$25,001 - $50,000","Married (no kids)","High School Diploma","Democrat","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","No","No","No","Yes","Mysterious","No","No","Talk","People","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","No","No","Yay people!","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
1963,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Democrat","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","No","No","Circumstances","Yes","No","Yes","Yes","No","TMI","Yes","No","Talk","People","No","Yes","Yes","No","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
1996,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","No","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","No","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Check!","Yes","No","No","No","No","Yes","Yes","No","No","Yes"
1964,"Male","$100,001 - $150,000","Married (w/kids)","Associate's Degree","Republican","No","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","A.M.","No","End","Yes","Yes","Me","Yes","No","No","Yes","Yes","Mysterious","No","Yes","Talk","People","Yes","No","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes"
1956,"Female","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","Democrat","No","No","No","Yes","Yes","Yes","Private","No","Yes","No","No","No","No","Yes","Art","Study first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","Yes","TMI","No","Yes","Tunes","Technology","Yes","Yes","No","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No"
1989,"Male","$50,000 - $74,999","Single (no kids)","High School Diploma","Republican","No","No","No","No","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","No","Start","No","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","No","Yes","Grrr people","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","Own","Pessimist","Dad","No","Yes","No","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No"
1979,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","Republican","No","Yes","No","Yes","No","No","Public","Yes","Yes","No","No","No","No","No","Science","Study first","No","No","No","Yes","Giving","No","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","No","End","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","TMI","Yes","No","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","No","Grrr people","Yes","No","No","No","No","No","No","Yes","No","Yes","No","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Only-child","Yes","Yes","Yes"
1980,"Female","$75,000 - $100,000","Married (w/kids)","Master's Degree","Democrat","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","Yes","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","No","No","TMI","No","Yes","Talk","People","Yes","No","No","Yes","No","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","Online","No","Yes","No","Yes","Yay people!","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No"
1984,"Male","$50,000 - $74,999","Married (no kids)","High School Diploma","Republican","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","Yes","Me","Yes","No","No","Yes","No","TMI","Yes","Yes","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Own","Optimist","Dad","Yes","No","No","No","Nope","No","No","No","Yes","Yes","No","Yes","Yes","No","No"
1970,"Male","$100,001 - $150,000","Single (no kids)","Master's Degree","Democrat","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","No","No","No","Only-child","No","No","Yes"
1992,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","Republican","No","Yes","No","No","No","No","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Receiving","No","Yes","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","A.M.","No","End","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","Yes","Space","No","Online","No","Yes","Yes","No","Grrr people","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","Rent","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No"
1975,"Male","$50,000 - $74,999","Single (no kids)","Associate's Degree","Republican","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes"
