YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
1972,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,,No,Yes,No,Yes,Private,No,,No,No,No,No,Yes,Science,Study first,Yes,No,No,No,Giving,Yes,No,,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Me,No,No,No,Yes,No,Mysterious,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,Own,Optimist,Mom,No,Yes,No,Yes,Check!,Yes,,,,No,Yes,Yes,No,No,Yes
1965,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Republican,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,No,Science,Try first,No,No,No,No,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,No,No,Me,Yes,Yes,Yes,Yes,Yes,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,No,Grrr people,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
1996,Male,"under $25,000",Single (no kids),Current K-12,Republican,No,No,No,No,Yes,Yes,Public,No,No,Yes,Yes,No,No,Yes,Science,Study first,Yes,No,No,No,Receiving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,No,,No,P.M.,Yes,End,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,,Yes,,No,In-person,No,Yes,Yes,Yes,Yay people!,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Rent,Optimist,Mom,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
1995,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,No,Yes,Yes,No,Mysterious,Yes,Yes,Tunes,People,No,Yes,Yes,No,Yes,Demanding,Yes,PC,Yes,Risk-friendly,Yes,Umm...,No,Space,No,In-person,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,Yes,,,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,,,,,,,,,,,,,,,Yes,No,No,No,No,TMI,No,No,Talk,Technology,No,,,,Yes,Demanding,,,,,,,No,,,Online,Yes,No,Yes,Yes,Yay people!,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Female,"$100,001 - $150,000",Married (w/kids),Current Undergraduate,Democrat,No,Yes,No,No,Yes,Yes,Public,Yes,Yes,No,Yes,Yes,No,Yes,Art,Try first,Yes,No,No,No,Giving,No,No,Idealist,No,Yes,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,Yes,Yes,No,No,,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,No,Only-child,Yes,No,No
1959,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Start,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Female,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool headed,Standard hours,No,Happy,Yes,No,No,No,P.M.,,End,Yes,Yes,Circumstances,No,Yes,Yes,No,,,,,,,Yes,,,,,,,,,,,,,,,Online,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Male,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,Yes,Pragmatist,No,Yes,,,,Happy,Yes,,Yes,,A.M.,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
1958,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Republican,,,,,,,,,Yes,No,No,No,No,Yes,Science,Study first,No,No,No,Yes,Giving,No,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Right,No,Yes,No,No,P.M.,No,End,No,Yes,Circumstances,Yes,No,No,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,,,,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Rent,Pessimist,Mom,Yes,Yes,No,No,Nope,Yes,No,Yes,Yes,,No,Yes,No,No,No
1993,Female,"under $25,000",Single (no kids),Current Undergraduate,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot headed,Standard hours,No,Right,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,,,Yes,,,,,,,Yes,Yes,,,,,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,No,,Yes,,,,,,,,,,,,,No,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,,,,,,,,,,,
1964,Female,"$50,000 - $74,999",Domestic Partners (no kids),High School Diploma,Democrat,,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,No,No,No,Science,Study first,Yes,No,No,No,Giving,Yes,Yes,Idealist,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,TMI,Yes,No,Tunes,Technology,Yes,Yes,Yes,Yes,No,Supportive,No,PC,No,,,,No,,,Online,Yes,No,No,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,No
1952,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,Republican,,,,,,,,No,Yes,No,No,Yes,Yes,Yes,Art,Study first,Yes,No,No,Yes,Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Male,"$75,000 - $100,000",Married (w/kids),,Republican,,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,No,No,Receiving,Yes,,,,,Cool headed,Odd hours,No,Happy,No,Yes,No,,A.M.,Yes,Start,Yes,No,Circumstances,No,No,No,Yes,,,,,,,,,,,,,,,,,,,No,,No,In-person,No,,Yes,Yes,Yay people!,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,
1965,Female,"$50,000 - $74,999",Married (w/kids),,Republican,,Yes,No,Yes,Yes,Yes,Public,,,,No,No,No,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,,,,,,,No,No,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,No,No,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,No,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Socialize,No,Online,No,Yes,,Yes,Yay people!,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Own,Optimist,Mom,Yes,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No
1960,Female,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,No,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,No,Mysterious,No,,Tunes,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,Yes,Yes,Yay people!,,,,,No,Yes,Yes,No,No,No,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No
1992,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Republican,,,,,,,,,,,Yes,No,No,Yes,Art,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Male,"$25,001 - $50,000",Single (no kids),High School Diploma,Democrat,No,No,,,Yes,No,Public,No,Yes,No,,,,Yes,,Study first,,,,Yes,Giving,Yes,No,,,,Hot headed,Odd hours,,Happy,,,Yes,Yes,,,Start,No,Yes,Me,No,Yes,No,No,No,,Yes,No,Talk,People,No,,Yes,,Yes,,No,,,Cautious,No,Umm...,No,Space,Yes,In-person,No,No,No,,,Yes,No,No,No,,Yes,No,No,,No,No,No,Rent,Pessimist,Mom,No,Yes,Yes,No,,,Yes,No,,,No,Yes,No,,No
1981,Male,"over $150,000",Married (w/kids),High School Diploma,Republican,No,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,Yes,No,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,A.M.,No,Start,Yes,Yes,Me,No,No,No,No,No,Mysterious,No,Yes,Talk,People,Yes,No,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,No,No,Yes,No,Grrr people,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Own,Optimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
1982,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,No,No,No,Yes,No,Yes,Private,No,Yes,No,Yes,No,No,Yes,Art,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,,,Yes,,,Yes,Yes,No,A.M.,Yes,End,Yes,No,Circumstances,No,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,,Yes,Yes,No,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,Yes,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Check!,No,No,No,No,Yes,No,Yes,Yes,No,No
1992,Male,"under $25,000",Single (no kids),Current K-12,Republican,,,No,No,,Yes,Public,,Yes,No,,No,No,Yes,,,No,,Yes,No,,No,Yes,,,,,,,,,,No,No,P.M.,No,End,No,No,,,Yes,No,,No,Mysterious,Yes,No,Tunes,Technology,No,,Yes,,,,,PC,No,,No,,,,Yes,,No,,,,Grrr people,,No,,No,No,No,No,Yes,Yes,No,,No,,,,No,No,,,,,No,,,No,,Only-child,,No,Yes
1967,Male,,Married (w/kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,No,,Yes,Yes,Yes,Yes,No,,Yes,,Talk,People,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Check!,Yes,No,No,Yes,Yes,No,,,,
1986,Male,"$25,001 - $50,000",Single (no kids),,Republican,,,,,,,,,,,,,No,Yes,Art,Study first,No,No,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Male,"under $25,000",Single (no kids),High School Diploma,Democrat,No,No,No,No,,,,,,,,,,,,,,,No,Yes,Giving,,No,Pragmatist,No,Yes,,,,,,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,No,Yes,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Rent,Pessimist,Mom,No,No,No,No,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
1990,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Democrat,,,No,Yes,Yes,No,Private,Yes,Yes,Yes,Yes,Yes,,Yes,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Supportive,,,,,,,,,,,,,,,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes
1982,Male,,Married (no kids),Bachelor's Degree,Democrat,,Yes,,,Yes,Yes,Public,No,Yes,No,,No,,,,,No,,,Yes,Giving,Yes,Yes,Idealist,,,Cool headed,Standard hours,No,Right,,,,,,,,,,,,,,,,,,,Talk,,,,,,,,,PC,Yes,Risk-friendly,Yes,Yes!,No,Socialize,Yes,In-person,No,,,,,No,Yes,No,No,,,,Yes,No,Yes,No,No,Own,,,,,,,,,,,,,,Yes,Yes,Yes,Yes
1965,Female,"over $150,000",Married (w/kids),,Democrat,,Yes,No,Yes,No,Yes,Private,Yes,Yes,No,,,,,,,,,Yes,,,Yes,No,Pragmatist,No,Yes,,,,,,,,,,Yes,,Yes,No,,Yes,Yes,Yes,Yes,No,TMI,No,Yes,,,,,,,Yes,Demanding,No,Mac,Yes,Cautious,Yes,Yes!,No,Socialize,No,Online,No,Yes,No,Yes,Grrr people,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Check!,No,No,No,Yes,,,,,,No
1989,Female,,Single (no kids),Bachelor's Degree,Democrat,,,,,No,Yes,Public,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunes,Technology,,Yes,No,Yes,Yes,Supportive,Yes,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,No,Science,Study first,No,No,No,No,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,No,Yes,Me,No,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,No,Yes,Yes,No,Demanding,Yes,Mac,No,Risk-friendly,No,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Own,Optimist,Dad,Yes,No,Yes,Yes,Nope,Yes,No,No,Yes,,,,,,Yes
1994,Male,,,High School Diploma,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Mysterious,No,No,Tunes,Technology,No,No,No,Yes,No,Supportive,,,No,,No,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,Yes,No,Own,Pessimist,Mom,No,No,,,,,,,,Yes,No,Yes,No,No,
1989,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Democrat,Yes,Yes,No,Yes,No,Yes,Public,Yes,Yes,No,No,Yes,No,No,Science,Study first,No,Yes,Yes,No,Giving,No,Yes,Idealist,Yes,No,Hot headed,Standard hours,Yes,Happy,No,No,No,Yes,A.M.,Yes,Start,No,No,Circumstances,Yes,No,No,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,Yes,No,Demanding,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Rent,Optimist,Dad,No,No,No,Yes,Nope,No,Yes,No,Yes,No,Yes,Yes,No,No,No
1958,Male,"under $25,000",Single (no kids),Associate's Degree,Democrat,,No,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,No,No,No,Receiving,Yes,,,,,,,,,,No,No,No,,,,,,,,,,,,TMI,No,No,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,No,,,Yes!,No,Space,No,Online,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Male,"under $25,000",Single (no kids),,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Female,"over $150,000",,Doctoral Degree,Republican,No,Yes,No,No,Yes,Yes,Public,No,Yes,No,No,No,Yes,Yes,Science,Study first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,No,Yes,No,No,A.M.,No,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,No,Supportive,No,Mac,Yes,Cautious,,Yes!,No,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Own,Optimist,,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
NA,Female,,,,Democrat,,,,,,,,,,,,,,,,,,,No,Yes,Receiving,Yes,No,Idealist,Yes,Yes,Hot headed,Odd hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,Female,"over $150,000",Single (w/kids),Bachelor's Degree,Democrat,,Yes,No,Yes,No,Yes,Public,Yes,No,No,No,Yes,No,Yes,Art,Try first,Yes,Yes,Yes,No,Giving,,No,,,,Hot headed,Odd hours,,,No,,,,,Yes,,Yes,Yes,,Yes,Yes,No,Yes,Yes,Mysterious,Yes,Yes,Tunes,People,Yes,,,,,,No,,Yes,Risk-friendly,No,Umm...,No,Space,,Online,No,No,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
1988,Male,"under $25,000",Single (no kids),Current Undergraduate,Republican,,,,,,,,,,,,,Yes,,,,No,Yes,No,No,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Right,No,Yes,No,Yes,A.M.,No,Start,Yes,Yes,Me,Yes,No,No,Yes,No,Mysterious,Yes,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Rent,Optimist,Dad,Yes,No,No,Yes,Nope,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
1967,Male,"over $150,000",Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,Yes,,,No,No,,P.M.,,,,No,,,Yes,Yes,Yes,No,TMI,No,,Talk,,,,,,,,,,,,,,,,,,,,No,Yes,Yay people!,,,No,Yes,,,No,,,,No,No,Own,Optimist,,,No,,No,,,No,,,,Yes,,,,
1940,Male,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Supportive,No,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Male,"under $25,000",Single (no kids),Current Undergraduate,Republican,No,No,Yes,No,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Art,Try first,No,Yes,No,No,Giving,No,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,No,Start,Yes,No,Me,No,No,Yes,Yes,No,Mysterious,No,No,Tunes,People,No,No,Yes,No,No,Demanding,Yes,PC,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Own,Pessimist,Mom,Yes,No,No,Yes,Nope,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
1983,Male,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,Supportive,No,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Female,,Single (no kids),Current K-12,Democrat,,,,,,,,,No,No,,,,,,Try first,No,Yes,,,,No,,,,,,,,,,Yes,No,Yes,,Yes,,Yes,No,,,Yes,,,Yes,TMI,,,,,,,Yes,,Yes,Demanding,No,,No,Cautious,No,,,,,In-person,No,,Yes,,,,,,No,,Yes,Yes,No,,,,,,Pessimist,Dad,Yes,Yes,,,Nope,Yes,,No,No,,,Yes,,,Yes
NA,Female,,,,Republican,,,,,,,,,,,,,,,,,Yes,,,,,No,No,Pragmatist,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pessimist,Mom,,No,Yes,No,Check!,,No,No,Yes,No,,,,,
1995,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,No,Yes,Grrr people,,,,,,,No,Yes,Yes,No,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
1985,Male,"under $25,000",Domestic Partners (no kids),Current Undergraduate,Democrat,No,Yes,Yes,No,No,Yes,Public,No,Yes,No,,,No,,Science,Study first,,,,No,Receiving,Yes,No,,,,Cool headed,Odd hours,,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,Yes,No,Demanding,No,Mac,,,No,,No,,No,In-person,No,Yes,,Yes,Grrr people,Yes,No,Yes,Yes,,Yes,Yes,No,,No,No,Yes,Rent,,Dad,No,No,No,Yes,Check!,Yes,No,,Yes,No,Yes,Yes,,No,
1990,Female,"$25,001 - $50,000",Single (no kids),,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mysterious,Yes,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Demanding,,,,,,,,,,,,,Yes,Yes,Grrr people,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Own,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
1996,Male,"over $150,000",Single (no kids),Current K-12,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,,Yes,,,No,,,,,,,,,,,,,,,,,,,,No,No,,,,No,,,,,,,,
1991,Female,,Single (no kids),Bachelor's Degree,Democrat,Yes,Yes,No,,,,,,Yes,No,,,Yes,Yes,Science,,Yes,Yes,,Yes,Giving,No,No,Idealist,No,,Hot headed,Odd hours,No,,No,Yes,No,Yes,A.M.,Yes,End,Yes,No,,No,Yes,No,Yes,,TMI,No,Yes,Tunes,Technology,No,No,Yes,Yes,No,,,Mac,No,,,,No,,,,No,No,,No,Grrr people,Yes,No,Yes,,Yes,No,No,,,No,Yes,Yes,,Pessimist,Dad,Yes,No,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,No,
1966,Male,"$100,001 - $150,000",Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot headed,Standard hours,,,,Yes,No,Yes,,,,,,,,,,,,,,Yes,,,No,Yes,Yes,,Yes,Supportive,Yes,Mac,,Cautious,,Umm...,,Space,,,,,Yes,,,,,,,,Yes,,No,,,,No,Own,,,Yes,,,No,,,Yes,Yes,Yes,,,,,,
1965,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Cool headed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Grrr people,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Female,"$25,001 - $50,000",Single (w/kids),,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,No,No,Demanding,Yes,,No,Cautious,No,Umm...,Yes,,No,,No,,,,,,,,,,,,,,,,,Own,Optimist,,,,,Yes,,,,,,,No,Yes,,,
1991,Male,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,End,Yes,Yes,Me,No,No,Yes,Yes,No,Mysterious,No,No,Talk,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Socialize,Yes,Online,No,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Rent,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
1980,Male,"$100,001 - $150,000",Married (no kids),,Democrat,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,,,Yes,Art,,,No,No,No,Giving,Yes,Yes,Idealist,Yes,No,Hot headed,Standard hours,Yes,Happy,Yes,No,Yes,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,,Own,Optimist,Dad,Yes,Yes,,No,Check!,Yes,,No,Yes,Yes,No,Yes,Yes,No,
